conversion_id,source_canonical_key,source_shade_code,target_canonical_key,target_shade_code,strategy,mapping_confidence,component_role,normalized_tones,notes,source_document
gels_6cb__seq,Redken::Color Gels Lacquers::US,6CB,Redken::Shades EQ Gloss::US,06CB,fixed,high,base,Copper|Brown|Warm,Redken color melt shared code 6CB ↔ 06CB.,redken_color_melting_pairing_2b08.csv
seq_06cb__gels,Redken::Shades EQ Gloss::US,06CB,Redken::Color Gels Lacquers::US,6CB,fixed,high,base,Copper|Brown|Warm,Redken color melt reverse 06CB ↔ 6CB.,redken_color_melting_pairing_2b08.csv
gels_6ro__seq,Redken::Color Gels Lacquers::US,6RO,Redken::Shades EQ Gloss::US,06RO,fixed,high,base,Red|Copper,Redken color melt shared code 6RO ↔ 06RO.,redken_color_melting_pairing_2b08.csv
seq_06ro__gels,Redken::Shades EQ Gloss::US,06RO,Redken::Color Gels Lacquers::US,6RO,fixed,high,base,Red|Copper,Redken color melt reverse 06RO ↔ 6RO.,redken_color_melting_pairing_2b08.csv
gels_6rr__seq,Redken::Color Gels Lacquers::US,6RR,Redken::Shades EQ Gloss::US,06RR,fixed,high,base,Red,Redken color melt shared code 6RR ↔ 06RR.,redken_color_melting_pairing_2b08.csv
seq_06rr__gels,Redken::Shades EQ Gloss::US,06RR,Redken::Color Gels Lacquers::US,6RR,fixed,high,base,Red,Redken color melt reverse 06RR ↔ 6RR.,redken_color_melting_pairing_2b08.csv
gels_6vr__seq,Redken::Color Gels Lacquers::US,6VR,Redken::Shades EQ Gloss::US,06VR,fixed,high,base,Other,Redken color melt shared code 6VR ↔ 06VR.,redken_color_melting_pairing_2b08.csv
seq_06vr__gels,Redken::Shades EQ Gloss::US,06VR,Redken::Color Gels Lacquers::US,6VR,fixed,high,base,Other,Redken color melt reverse 06VR ↔ 6VR.,redken_color_melting_pairing_2b08.csv
gels_5ab__seq,Redken::Color Gels Lacquers::US,5AB,Redken::Shades EQ Gloss::US,05AB,fixed,high,base,Ash|Brown,Redken color melt shared code 5AB ↔ 05AB.,redken_color_melting_pairing_2b08.csv
seq_05ab__gels,Redken::Shades EQ Gloss::US,05AB,Redken::Color Gels Lacquers::US,5AB,fixed,high,base,Ash|Brown,Redken color melt reverse 05AB ↔ 5AB.,redken_color_melting_pairing_2b08.csv
gels_5na__seq,Redken::Color Gels Lacquers::US,5NA,Redken::Shades EQ Gloss::US,05NA,fixed,high,base,Natural|Ash,Redken color melt shared code 5NA ↔ 05NA.,redken_color_melting_pairing_2b08.csv
seq_05na__gels,Redken::Shades EQ Gloss::US,05NA,Redken::Color Gels Lacquers::US,5NA,fixed,high,base,Natural|Ash,Redken color melt reverse 05NA ↔ 5NA.,redken_color_melting_pairing_2b08.csv
gels_5n__seq,Redken::Color Gels Lacquers::US,5N,Redken::Shades EQ Gloss::US,05N,fixed,high,base,Natural,Redken color melt shared code 5N ↔ 05N.,redken_color_melting_pairing_2b08.csv
seq_05n__gels,Redken::Shades EQ Gloss::US,05N,Redken::Color Gels Lacquers::US,5N,fixed,high,base,Natural,Redken color melt reverse 05N ↔ 5N.,redken_color_melting_pairing_2b08.csv
gels_5nw__seq,Redken::Color Gels Lacquers::US,5NW,Redken::Shades EQ Gloss::US,05NW,fixed,high,base,Natural|Warm,Redken color melt shared code 5NW ↔ 05NW.,redken_color_melting_pairing_2b08.csv
seq_05nw__gels,Redken::Shades EQ Gloss::US,05NW,Redken::Color Gels Lacquers::US,5NW,fixed,high,base,Natural|Warm,Redken color melt reverse 05NW ↔ 5NW.,redken_color_melting_pairing_2b08.csv
gels_5cb__seq,Redken::Color Gels Lacquers::US,5CB,Redken::Shades EQ Gloss::US,05CB,fixed,high,base,Copper|Brown|Warm,Redken color melt shared code 5CB ↔ 05CB.,redken_color_melting_pairing_2b08.csv
seq_05cb__gels,Redken::Shades EQ Gloss::US,05CB,Redken::Color Gels Lacquers::US,5CB,fixed,high,base,Copper|Brown|Warm,Redken color melt reverse 05CB ↔ 5CB.,redken_color_melting_pairing_2b08.csv
gels_5rb__seq,Redken::Color Gels Lacquers::US,5RB,Redken::Shades EQ Gloss::US,05RB,fixed,high,base,Other,Redken color melt shared code 5RB ↔ 05RB.,redken_color_melting_pairing_2b08.csv
seq_05rb__gels,Redken::Shades EQ Gloss::US,05RB,Redken::Color Gels Lacquers::US,5RB,fixed,high,base,Other,Redken color melt reverse 05RB ↔ 5RB.,redken_color_melting_pairing_2b08.csv
gels_5ro__seq,Redken::Color Gels Lacquers::US,5RO,Redken::Shades EQ Gloss::US,05RO,fixed,high,base,Red|Copper,Redken color melt shared code 5RO ↔ 05RO.,redken_color_melting_pairing_2b08.csv
seq_05ro__gels,Redken::Shades EQ Gloss::US,05RO,Redken::Color Gels Lacquers::US,5RO,fixed,high,base,Red|Copper,Redken color melt reverse 05RO ↔ 5RO.,redken_color_melting_pairing_2b08.csv
gels_5rv__seq,Redken::Color Gels Lacquers::US,5RV,Redken::Shades EQ Gloss::US,05RV,fixed,high,base,Other,Redken color melt shared code 5RV ↔ 05RV.,redken_color_melting_pairing_2b08.csv
seq_05rv__gels,Redken::Shades EQ Gloss::US,05RV,Redken::Color Gels Lacquers::US,5RV,fixed,high,base,Other,Redken color melt reverse 05RV ↔ 5RV.,redken_color_melting_pairing_2b08.csv
gels_4ab__seq,Redken::Color Gels Lacquers::US,4AB,Redken::Shades EQ Gloss::US,04AB,fixed,high,base,Ash|Brown,Redken color melt shared code 4AB ↔ 04AB.,redken_color_melting_pairing_2b08.csv
seq_04ab__gels,Redken::Shades EQ Gloss::US,04AB,Redken::Color Gels Lacquers::US,4AB,fixed,high,base,Ash|Brown,Redken color melt reverse 04AB ↔ 4AB.,redken_color_melting_pairing_2b08.csv
gels_4na__seq,Redken::Color Gels Lacquers::US,4NA,Redken::Shades EQ Gloss::US,04NA,fixed,high,base,Natural|Ash,Redken color melt shared code 4NA ↔ 04NA.,redken_color_melting_pairing_2b08.csv
seq_04na__gels,Redken::Shades EQ Gloss::US,04NA,Redken::Color Gels Lacquers::US,4NA,fixed,high,base,Natural|Ash,Redken color melt reverse 04NA ↔ 4NA.,redken_color_melting_pairing_2b08.csv
gels_4n__seq,Redken::Color Gels Lacquers::US,4N,Redken::Shades EQ Gloss::US,04N,fixed,high,base,Natural,Redken color melt shared code 4N ↔ 04N.,redken_color_melting_pairing_2b08.csv
seq_04n__gels,Redken::Shades EQ Gloss::US,04N,Redken::Color Gels Lacquers::US,4N,fixed,high,base,Natural,Redken color melt reverse 04N ↔ 4N.,redken_color_melting_pairing_2b08.csv
gels_4nw__seq,Redken::Color Gels Lacquers::US,4NW,Redken::Shades EQ Gloss::US,04NW,fixed,high,base,Natural|Warm,Redken color melt shared code 4NW ↔ 04NW.,redken_color_melting_pairing_2b08.csv
seq_04nw__gels,Redken::Shades EQ Gloss::US,04NW,Redken::Color Gels Lacquers::US,4NW,fixed,high,base,Natural|Warm,Redken color melt reverse 04NW ↔ 4NW.,redken_color_melting_pairing_2b08.csv
gels_4wg__seq,Redken::Color Gels Lacquers::US,4WG,Redken::Shades EQ Gloss::US,04WG,fixed,high,base,Gold|Warm,Redken color melt shared code 4WG ↔ 04WG.,redken_color_melting_pairing_2b08.csv
seq_04wg__gels,Redken::Shades EQ Gloss::US,04WG,Redken::Color Gels Lacquers::US,4WG,fixed,high,base,Gold|Warm,Redken color melt reverse 04WG ↔ 4WG.,redken_color_melting_pairing_2b08.csv
gels_4cb__seq,Redken::Color Gels Lacquers::US,4CB,Redken::Shades EQ Gloss::US,04CB,fixed,high,base,Copper|Brown|Warm,Redken color melt shared code 4CB ↔ 04CB.,redken_color_melting_pairing_2b08.csv
seq_04cb__gels,Redken::Shades EQ Gloss::US,04CB,Redken::Color Gels Lacquers::US,4CB,fixed,high,base,Copper|Brown|Warm,Redken color melt reverse 04CB ↔ 4CB.,redken_color_melting_pairing_2b08.csv
gels_4rr__seq,Redken::Color Gels Lacquers::US,4RR,Redken::Shades EQ Gloss::US,04RR,fixed,high,base,Red,Redken color melt shared code 4RR ↔ 04RR.,redken_color_melting_pairing_2b08.csv
seq_04rr__gels,Redken::Shades EQ Gloss::US,04RR,Redken::Color Gels Lacquers::US,4RR,fixed,high,base,Red,Redken color melt reverse 04RR ↔ 4RR.,redken_color_melting_pairing_2b08.csv
gels_4rv__seq,Redken::Color Gels Lacquers::US,4RV,Redken::Shades EQ Gloss::US,04RV,fixed,high,base,Other,Redken color melt shared code 4RV ↔ 04RV.,redken_color_melting_pairing_2b08.csv
seq_04rv__gels,Redken::Shades EQ Gloss::US,04RV,Redken::Color Gels Lacquers::US,4RV,fixed,high,base,Other,Redken color melt reverse 04RV ↔ 4RV.,redken_color_melting_pairing_2b08.csv
gels_4vr__seq,Redken::Color Gels Lacquers::US,4VR,Redken::Shades EQ Gloss::US,04VR,fixed,high,base,Other,Redken color melt shared code 4VR ↔ 04VR.,redken_color_melting_pairing_2b08.csv
seq_04vr__gels,Redken::Shades EQ Gloss::US,04VR,Redken::Color Gels Lacquers::US,4VR,fixed,high,base,Other,Redken color melt reverse 04VR ↔ 4VR.,redken_color_melting_pairing_2b08.csv
gels_3n__seq,Redken::Color Gels Lacquers::US,3N,Redken::Shades EQ Gloss::US,03N,fixed,high,base,Natural,Redken color melt shared code 3N ↔ 03N.,redken_color_melting_pairing_2b08.csv
seq_03n__gels,Redken::Shades EQ Gloss::US,03N,Redken::Color Gels Lacquers::US,3N,fixed,high,base,Natural,Redken color melt reverse 03N ↔ 3N.,redken_color_melting_pairing_2b08.csv
gels_3nw__seq,Redken::Color Gels Lacquers::US,3NW,Redken::Shades EQ Gloss::US,03NW,fixed,high,base,Natural|Warm,Redken color melt shared code 3NW ↔ 03NW.,redken_color_melting_pairing_2b08.csv
seq_03nw__gels,Redken::Shades EQ Gloss::US,03NW,Redken::Color Gels Lacquers::US,3NW,fixed,high,base,Natural|Warm,Redken color melt reverse 03NW ↔ 3NW.,redken_color_melting_pairing_2b08.csv
gels_3rb__seq,Redken::Color Gels Lacquers::US,3RB,Redken::Shades EQ Gloss::US,03RB,fixed,high,base,Other,Redken color melt shared code 3RB ↔ 03RB.,redken_color_melting_pairing_2b08.csv
seq_03rb__gels,Redken::Shades EQ Gloss::US,03RB,Redken::Color Gels Lacquers::US,3RB,fixed,high,base,Other,Redken color melt reverse 03RB ↔ 3RB.,redken_color_melting_pairing_2b08.csv
gels_2ab__seq,Redken::Color Gels Lacquers::US,2AB,Redken::Shades EQ Gloss::US,02AB,fixed,high,base,Ash|Brown,Redken color melt shared code 2AB ↔ 02AB.,redken_color_melting_pairing_2b08.csv
seq_02ab__gels,Redken::Shades EQ Gloss::US,02AB,Redken::Color Gels Lacquers::US,2AB,fixed,high,base,Ash|Brown,Redken color melt reverse 02AB ↔ 2AB.,redken_color_melting_pairing_2b08.csv
gels_1nw__seq,Redken::Color Gels Lacquers::US,1NW,Redken::Shades EQ Gloss::US,01NW,fixed,high,base,Natural|Warm,Redken color melt shared code 1NW ↔ 01NW.,redken_color_melting_pairing_2b08.csv
seq_01nw__gels,Redken::Shades EQ Gloss::US,01NW,Redken::Color Gels Lacquers::US,1NW,fixed,high,base,Natural|Warm,Redken color melt reverse 01NW ↔ 1NW.,redken_color_melting_pairing_2b08.csv
seq_010t__vibrance_ref,Redken::Shades EQ Gloss::US,010T,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Blue,Tone-family bridge; hint target 10-12.,redken_shade_inventory_1498.csv
seq_010na__vibrance_ref,Redken::Shades EQ Gloss::US,010NA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Ash,Tone-family bridge; hint target 10-0.,redken_shade_inventory_1498.csv
seq_010p__vibrance_ref,Redken::Shades EQ Gloss::US,010P,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Pearl,Tone-family bridge; hint target 10-1.,redken_shade_inventory_1498.csv
seq_010n__vibrance_ref,Redken::Shades EQ Gloss::US,010N,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural,Tone-family bridge; hint target 10-0.,redken_shade_inventory_1498.csv
seq_010ag__vibrance_ref,Redken::Shades EQ Gloss::US,010AG,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Gold,Tone-family bridge; hint target 10-12.,redken_shade_inventory_1498.csv
seq_010nb__vibrance_ref,Redken::Shades EQ Gloss::US,010NB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Beige,Tone-family bridge; hint target 10-0.,redken_shade_inventory_1498.csv
seq_010vg__vibrance_ref,Redken::Shades EQ Gloss::US,010VG,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Violet|Gold,Tone-family bridge; hint target 10-99.,redken_shade_inventory_1498.csv
seq_010nw__vibrance_ref,Redken::Shades EQ Gloss::US,010NW,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Warm,Tone-family bridge; hint target 10-0.,redken_shade_inventory_1498.csv
seq_010gi__vibrance_ref,Redken::Shades EQ Gloss::US,010GI,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Gold,Tone-family bridge; hint target 10-55.,redken_shade_inventory_1498.csv
seq_010g__vibrance_ref,Redken::Shades EQ Gloss::US,010G,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Gold,Tone-family bridge; hint target 10-55.,redken_shade_inventory_1498.csv
seq_010wg__vibrance_ref,Redken::Shades EQ Gloss::US,010WG,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Gold|Warm,Tone-family bridge; hint target 10-55.,redken_shade_inventory_1498.csv
seq_010aa__vibrance_ref,Redken::Shades EQ Gloss::US,010AA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red|Copper,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_010gro__vibrance_ref,Redken::Shades EQ Gloss::US,010GRo,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Gold|Red,Tone-family bridge; hint target 10-55.,redken_shade_inventory_1498.csv
seq_09cr__vibrance_ref,Redken::Shades EQ Gloss::US,09CR,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Copper|Red,Tone-family bridge; hint target 7-77.,redken_shade_inventory_1498.csv
seq_09vv__vibrance_ref,Redken::Shades EQ Gloss::US,09VV,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Violet,Tone-family bridge; hint target 9-99.,redken_shade_inventory_1498.csv
seq_09ag__vibrance_ref,Redken::Shades EQ Gloss::US,09AG,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Gold,Tone-family bridge; hint target 9-12.,redken_shade_inventory_1498.csv
seq_09gro__vibrance_ref,Redken::Shades EQ Gloss::US,09GRo,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Gold|Red,Tone-family bridge; hint target 9-55.,redken_shade_inventory_1498.csv
seq_08na__vibrance_ref,Redken::Shades EQ Gloss::US,08NA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Ash,Tone-family bridge; hint target 8-0.,redken_shade_inventory_1498.csv
seq_08nw__vibrance_ref,Redken::Shades EQ Gloss::US,08NW,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Warm,Tone-family bridge; hint target 8-0.,redken_shade_inventory_1498.csv
seq_07ab__vibrance_ref,Redken::Shades EQ Gloss::US,07AB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Blue,Tone-family bridge; hint target 7-12.,redken_shade_inventory_1498.csv
seq_07na__vibrance_ref,Redken::Shades EQ Gloss::US,07NA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Ash,Tone-family bridge; hint target 7-0.,redken_shade_inventory_1498.csv
seq_07ro__vibrance_ref,Redken::Shades EQ Gloss::US,07RO,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red|Copper,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_07rr__vibrance_ref,Redken::Shades EQ Gloss::US,07RR,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_06ab__vibrance_ref,Redken::Shades EQ Gloss::US,06AB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Brown,Tone-family bridge; hint target 6-12.,redken_shade_inventory_1498.csv
seq_06na__vibrance_ref,Redken::Shades EQ Gloss::US,06NA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Ash,Tone-family bridge; hint target 6-0.,redken_shade_inventory_1498.csv
seq_06nw__vibrance_ref,Redken::Shades EQ Gloss::US,06NW,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Warm,Tone-family bridge; hint target 6-0.,redken_shade_inventory_1498.csv
seq_06ro__vibrance_ref,Redken::Shades EQ Gloss::US,06RO,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red|Copper,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_06rr__vibrance_ref,Redken::Shades EQ Gloss::US,06RR,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_06vr__vibrance_ref,Redken::Shades EQ Gloss::US,06VR,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Other,Tone-family bridge; hint target 6-0.,redken_shade_inventory_1498.csv
seq_05ab__vibrance_ref,Redken::Shades EQ Gloss::US,05AB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Brown,Tone-family bridge; hint target 5-12.,redken_shade_inventory_1498.csv
seq_05na__vibrance_ref,Redken::Shades EQ Gloss::US,05NA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Ash,Tone-family bridge; hint target 5-0.,redken_shade_inventory_1498.csv
seq_05rb__vibrance_ref,Redken::Shades EQ Gloss::US,05RB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Other,Tone-family bridge; hint target 5-0.,redken_shade_inventory_1498.csv
seq_05ro__vibrance_ref,Redken::Shades EQ Gloss::US,05RO,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red|Copper,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_04ab__vibrance_ref,Redken::Shades EQ Gloss::US,04AB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Brown,Tone-family bridge; hint target 4-12.,redken_shade_inventory_1498.csv
seq_04na__vibrance_ref,Redken::Shades EQ Gloss::US,04NA,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Ash,Tone-family bridge; hint target 4-0.,redken_shade_inventory_1498.csv
seq_04nw__vibrance_ref,Redken::Shades EQ Gloss::US,04NW,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Warm,Tone-family bridge; hint target 4-0.,redken_shade_inventory_1498.csv
seq_04cb__vibrance_ref,Redken::Shades EQ Gloss::US,04CB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Copper|Brown|Warm,Tone-family bridge; hint target 7-77.,redken_shade_inventory_1498.csv
seq_04rr__vibrance_ref,Redken::Shades EQ Gloss::US,04RR,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Red,Tone-family bridge; hint target 8-88.,redken_shade_inventory_1498.csv
seq_04rv__vibrance_ref,Redken::Shades EQ Gloss::US,04RV,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Other,Tone-family bridge; hint target 4-0.,redken_shade_inventory_1498.csv
seq_04vr__vibrance_ref,Redken::Shades EQ Gloss::US,04VR,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Other,Tone-family bridge; hint target 4-0.,redken_shade_inventory_1498.csv
seq_02ab__vibrance_ref,Redken::Shades EQ Gloss::US,02AB,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Ash|Brown,Tone-family bridge; hint target 2-12.,redken_shade_inventory_1498.csv
seq_01nw__vibrance_ref,Redken::Shades EQ Gloss::US,01NW,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Natural|Warm,Tone-family bridge; hint target 1-0.,redken_shade_inventory_1498.csv
seq_000__vibrance_ref,Redken::Shades EQ Gloss::US,000,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,medium,base,Other,Tone-family bridge; hint target 0-0.,redken_shade_inventory_1498.csv
seq_010t__majirel_ref,Redken::Shades EQ Gloss::US,010T,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Ash|Blue,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010na__majirel_ref,Redken::Shades EQ Gloss::US,010NA,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Natural|Ash,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010p__majirel_ref,Redken::Shades EQ Gloss::US,010P,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Pearl,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010n__majirel_ref,Redken::Shades EQ Gloss::US,010N,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Natural,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010ag__majirel_ref,Redken::Shades EQ Gloss::US,010AG,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Ash|Gold,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010nb__majirel_ref,Redken::Shades EQ Gloss::US,010NB,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Natural|Beige,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010vg__majirel_ref,Redken::Shades EQ Gloss::US,010VG,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Violet|Gold,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010nw__majirel_ref,Redken::Shades EQ Gloss::US,010NW,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Natural|Warm,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010gi__majirel_ref,Redken::Shades EQ Gloss::US,010GI,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Gold,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010g__majirel_ref,Redken::Shades EQ Gloss::US,010G,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Gold,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010wg__majirel_ref,Redken::Shades EQ Gloss::US,010WG,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Gold|Warm,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010aa__majirel_ref,Redken::Shades EQ Gloss::US,010AA,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Red|Copper,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
seq_010gro__majirel_ref,Redken::Shades EQ Gloss::US,010GRo,L'Oréal Professionnel::Majirel::US,,tone_level_match,medium,base,Gold|Red,SEQ tone family → Majirel digit notation via shared normalized tones.,redken_shade_inventory_1498.csv
